L1234585,GB,GB-ENG,GB-ENG-NBL,55.1942541,-1.4992046,"Beacon Point, Newbiggin"
L933099,GB,GB-ENG,GB-ENG-LND,51.3802454,-0.1501179,Beddington Sewage Farm
L2425448,GB,GB-WLS,GB-WLS-AGY,53.2213556,-4.163518,Beddmanarch Bay N Waes
L1366448,GB,GB-ENG,GB-ENG-KEN,51.0647104,0.4484775,Bedgebury Forest
L3198377,GB,GB-ENG,GB-ENG-KEN,51.1,0.4666667,Bedgebury Pinetum
L3303152,GB,GB-ENG,GB-ENG-DEV,50.2572115,-3.6570053,Beesands Ley
L3059338,GB,GB-SCT,GB-SCT-HLD,57.6314053,-5.35326,Beinn Eighe Woodland Trail
L1763312,GB,GB-ENG,GB-ENG-LND,51.4437908,-0.0911522,Belair Park
L2347097,GB,GB-NIR,GB-NIR-BFS,54.5819715,-5.9317052,Belfast Botanical Gardens
L958657,GB,GB-NIR,GB-NIR-DOW,54.6285557,-5.8753788,Belfast Lough RSPB Reserve
L3280908,GB,GB-SCT,GB-SCT-ELN,56.0023246,-2.5489655,Belhaven Bay
L1282854,GB,GB-ENG,GB-ENG-LIN,52.9376452,-0.6111145,Belton Park NT
L1274309,GB,GB-ENG,GB-ENG-STS,52.6874133,-2.2036171,Belvide Reservoir Nature Reserve
L1325828,GB,GB-ENG,GB-ENG-IOW,50.6838296,-1.0873523,Bembridge area
L2564395,GB,GB-SCT,GB-SCT-SCB,55.59823,-2.61569,Bemersyde Moss LNR
L939089,GB,GB-ENG,GB-ENG-ERY,54.1477072,-0.1674128,Bempton Cliffs RSPB Reserve
L2310105,GB,GB-ENG,GB-ENG-ERY,54.1470018,-0.1690658,Bempton Cliffs RSPB Reserve--Bird Feeding Area
L2564551,GB,GB-SCT,GB-SCT-STG,56.2404691,-4.4095516,Ben A'an
L964995,GB,GB-SCT,GB-SCT-HLD,56.7955203,-5.0042725,Ben Nevis
L2788121,GB,GB-SCT,GB-SCT-HLD,57.6830186,-4.5781875,Ben Wyvis
L1239960,GB,GB-ENG,GB-ENG-SFK,52.3898177,1.7021728,Benacre NNR
L1678655,GB,GB-ENG,GB-ENG-GLS,51.7027008,-2.483697,Berkeley (Gloucestershire)
L3235235,GB,GB-ENG,GB-ENG-NFK,52.5853205,1.6358685,Berney Marshes RSPB Reserve
L3029577,GB,GB-ENG,GB-ENG-SOM,51.2659286,-3.0163479,Berrow
L2764040,GB,GB-ENG,GB-ENG-DEV,50.3981725,-3.4905839,Berry Head NNR
L1143318,GB,GB-ENG,GB-ENG-NTT,53.1712911,-0.7760811,Besthorpe NWT
L1143317,GB,GB-ENG,GB-ENG-NTT,53.1768472,-0.7752228,Besthorpe NWT--North
L1135560,GB,GB-ENG,GB-ENG-NTT,53.1652471,-0.7803297,Besthorpe NWT--South
L1122088,GB,GB-ENG,GB-ENG-KEN,51.1629,1.0792,Beveridge Bottom Wood
L1929228,GB,GB-ENG,GB-ENG-ERY,53.8866869,-0.4074383,Beverley and Barmston Drain
L1344853,GB,GB-ENG,GB-ENG-ESX,51.0710652,0.3951505,Bewl Water
L2418096,GB,GB-ENG,GB-ENG-GAT,55.0547267,-1.6453743,Big Waters NR
L946696,GB,GB-ENG,GB-ENG-STT,54.5880296,-1.2941551,Billingham Beck
L3150879,GB,GB-ENG,GB-ENG-ESS,51.8500655,0.833298,Birch Park Lake
L1665667,GB,GB-ENG,GB-ENG-LEC,52.6714007,-1.1173918,Birstall Meadows
L2098671,GB,GB-ENG,GB-ENG-CMA,54.8990197,-2.9405165,Bitts Park
L3064179,GB,GB-SCT,GB-SCT-CLK,56.1040237,-3.7854767,Black Devon Wetland
L1363812,GB,GB-ENG,GB-ENG-SOM,51.3133925,-2.7463675,Black Down
L3495059,GB,GB-ENG,GB-ENG-CHS,53.0490236,-2.3769951,Black Firs & Cranberry Bog LNR
L2723218,GB,GB-ENG,GB-ENG-DEV,50.7193695,-3.0609348,Black Hole Marsh LNR
L2697898,GB,GB-ENG,GB-ENG-SOM,51.2849988,-2.7428699,Black Rock LNR
L2564617,GB,GB-SCT,GB-SCT-PKN,56.7004957,-3.7142587,Black Spout Wood
L2564615,GB,GB-SCT,GB-SCT-PKN,56.665359,-4.3159962,Black Wood of Rannoch
L1631450,GB,GB-SCT,GB-SCT-ABE,57.2193964,-2.0585414,Blackdog
L2925987,GB,GB-ENG,GB-ENG-SOM,51.3015595,-2.7068532,Blackmoor LNR
L1289708,GB,GB-WLS,GB-WLS-SWA,51.5957704,-3.9951589,Blackpill
L1212969,GB,GB-ENG,GB-ENG-ERY,53.6993582,-0.7273507,Blacktoft Sands RSPB Reserve
L2200640,GB,GB-ENG,GB-ENG-ESS,51.7640154,0.8637142,Blackwater Estuary--Tollesbury Wick & Fleet
L1292178,GB,GB-ENG,GB-ENG-SOM,51.3345443,-2.7046795,Blagdon Lake
L2457340,GB,GB-ENG,GB-ENG-SHR,52.8994331,-2.8691375,Blake Mere
L3235057,GB,GB-ENG,GB-ENG-NFK,52.9571025,1.017673,Blakeney Harbour
L1026318,GB,GB-ENG,GB-ENG-NFK,52.972834,1.0105705,Blakeney Point
L1018727,GB,GB-ENG,GB-ENG-HAM,50.8665364,-1.7847633,Blashford Gravel Pits
L2777552,GB,GB-ENG,GB-ENG-HAM,50.8678365,-1.7827034,Blashford Gravel Pits--Ivy Lake
L1067932,GB,GB-ENG,GB-ENG-KEN,51.3063112,1.0269642,Blean Woods
L1066707,GB,GB-ENG,GB-ENG-OXF,51.8477621,-1.372776,"Blenheim Palace, Woodstock"
L2076609,GB,GB-ENG,GB-ENG-NFK,52.8085208,1.234417,Blickling Estate (National Trust)
L2825780,GB,GB-ENG,GB-ENG-SRY,51.1885626,-0.0426149,Blindley Heath Common LNR
L1550668,GB,GB-ENG,GB-ENG-STS,52.8145272,-1.9233888,Blithfield Reservoir
L2675333,GB,GB-ENG,GB-ENG-ESS,51.6409964,0.6827107,Blue House Farm LNR
L2320050,GB,GB-ENG,GB-ENG-NTH,52.372036,-0.9261292,Blueberry Farm
L3191798,GB,GB-ENG,GB-ENG-NBL,55.1385572,-1.5235434,Blyth Estuary
L989344,GB,GB-ENG,GB-ENG-SFK,52.3250847,1.6023731,Blyth Estuary
L2838674,GB,GB-SCT,GB-SCT-HLD,57.2501146,-3.7474537,Boat of Garten
L1067923,GB,GB-ENG,GB-ENG-NTH,52.1744581,-1.2763023,Boddington Reservoir
L2374269,GB,GB-ENG,GB-ENG-OXF,52.0356503,-1.3390446,Bodicote Circular Walk
L3178907,GB,GB-ENG,GB-ENG-SRY,51.3144762,-0.4568982,Bolder Mere
L3220492,GB,GB-ENG,GB-ENG-NYK,53.9818763,-1.8891413,Bolton Abbey
L2834284,GB,GB-SCT,GB-SCT-ELS,58.4281272,-6.440649,"Borve, Isle of Lewis"
L1150049,GB,GB-ENG,GB-ENG-CON,50.6923799,-4.7006893,Boscastle--Penally Point
L3184991,GB,GB-ENG,GB-ENG-CON,50.1255509,-5.5653048,Boscathnoe Reservoir
L1290735,GB,GB-WLS,GB-WLS-PEM,51.6141971,-4.927793,Bosherston Ponds
L2563723,GB,GB-SCT,GB-SCT-ELS,58.25692,-6.8813,Bosta (Bostadh)
L1895277,GB,GB-ENG,GB-ENG-BNS,53.5285091,-0.9815058,Boston Park Farm
L1367071,GB,GB-ENG,GB-ENG-KEN,51.2163553,0.1381996,Bough Beech Reservoir
L3034095,GB,GB-ENG,GB-ENG-NFK,52.5832746,0.5358839,Boughton Fen LNR
L2170490,GB,GB-ENG,GB-ENG-DBY,53.1038674,-1.530329,Bow Wood
L1072855,GB,GB-ENG,GB-ENG-DEV,50.679316,-3.4571837,Bowling Green--marsh
L2295602,GB,GB-SCT,GB-SCT-AGB,55.7599636,-6.2687302,Bowmore (Bogh Mòr)
L1242201,GB,GB-ENG,GB-ENG-SRY,51.2490228,-0.3108788,Box Hill NT
L1255055,GB,GB-ENG,GB-ENG-SFK,52.0738945,1.4857399,Boyton Marshes RSPB Reserve
L2417319,GB,GB-WLS,GB-WLS-SWA,51.5679074,-3.9775229,Bracelet Bay
L1017639,GB,GB-ENG,GB-ENG-ESS,51.7352679,0.8891201,Bradwell Marshes
L998402,GB,GB-ENG,GB-ENG-ESS,51.7362246,0.9430218,"Bradwell on Sea, Essex"
L1121691,GB,GB-SCT,GB-SCT-ABD,57.0067,-3.3979,Braemar
L3222536,GB,GB-ENG,GB-ENG-MAN,53.3735184,-2.1660447,Bramhall Park
L2079697,GB,GB-ENG,GB-ENG-HAM,51.0974854,-0.7732487,Bramshott Common
L2834301,GB,GB-SCT,GB-SCT-ELS,58.205664,-6.3014317,Branahoie Bay (Braigh na h-Aoidhe)
L1880909,GB,GB-ENG,GB-ENG-NFK,52.966977,0.668419,Brancaster Staithe NT Reserve
L1363729,GB,GB-ENG,GB-ENG-BST,51.4531344,-2.6072681,Brandon Hill
L920464,GB,GB-ENG,GB-ENG-WAR,52.374394,-1.4340591,Brandon Marsh
L2563722,GB,GB-SCT,GB-SCT-ELS,58.22714,-6.84139,Breacleit
L3167220,GB,GB-ENG,GB-ENG-SOM,51.3246834,-3.0152321,Brean Down
L2271213,GB,GB-WLS,GB-WLS-POW,52.0297932,-3.2867289,Brechfa Pool Nature Reserve
L924203,GB,GB-WLS,GB-WLS-POW,51.8842019,-3.4372129,Brecon Beacons NP--Pen y Fan
L1175361,GB,GB-WLS,GB-WLS-POW,51.9137793,-3.4538269,Brecon Beacons National Park
L1344841,GB,GB-ENG,GB-ENG-LND,51.5716269,-0.2436883,Brent Reservoir
L1228011,GB,GB-ENG,GB-ENG-NFK,52.6030475,1.6836548,Breydon Nature Reserve
L1292176,GB,GB-ENG,GB-ENG-SOM,51.2187838,-3.0332394,Bridgwater Bay
L1009815,GB,GB-ENG,GB-ENG-ERY,54.0778221,-0.1755238,Bridlington--pelagic trip
L1179553,GB,GB-ENG,GB-ENG-DEV,51.1853689,-4.4247437,Bristol Channel--Ifracombe - Lundy Island
L3309374,GB,GB-ENG,GB-ENG-WIL,51.0543531,-1.7679062,Britford Water Meadows
L2891029,GB,GB-WLS,GB-WLS-GWN,52.6031278,-4.0977287,Broad Water
L1277544,GB,GB-SCT,GB-SCT-HLD,57.2422791,-5.9024048,Broadford Saltmarsh
L3031431,GB,GB-ENG,GB-ENG-DEV,50.4063668,-3.5528541,Broadsands
L2368859,GB,GB-ENG,GB-ENG-CMA,54.4005226,-2.9430485,Brockhole Lake District Visitor Centre
L1263781,GB,GB-ENG,GB-ENG-LAN,53.7715786,-2.627728,Brockholes Wildlife Trust Nature Reserve
L1368583,GB,GB-ENG,GB-ENG-BDF,52.0451091,-0.579345,Brogborough Lake
L2927985,GB,GB-ENG,GB-ENG-NYK,54.3582068,-1.4230299,Brompton Pond
L3221839,GB,GB-ENG,GB-ENG-IOW,50.6495666,-1.4556134,Brook Chine
L2965375,GB,GB-ENG,GB-ENG-WSX,50.8186524,-0.3357804,Brooklands Lake
L3168116,GB,GB-ENG,GB-ENG-SRY,51.3566779,-0.4704165,Brooklands Lakes
L1369831,GB,GB-ENG,GB-ENG-BDF,52.0815281,-0.2895068,Broom Gravel Pits (North)
L1166097,GB,GB-ENG,GB-ENG-BNS,53.4617116,-1.619153,Broomhead
L2444572,GB,GB-ENG,GB-ENG-NFK,52.3866941,0.9440693,Broomscot Common
L2563655,GB,GB-SCT,GB-SCT-HLD,57.58395,-6.15539,Brothers Point (Rubha nam Brathairean)
L1210791,GB,GB-ENG,GB-ENG-DOR,50.692727,-1.9731245,Brownsea Island
L1019886,GB,GB-ENG,GB-ENG-HRT,51.7515302,0.0025749,Broxbourne Mill and Nazeing Meads
L2720224,GB,GB-ENG,GB-ENG-SOM,51.2229446,-2.9981518,Brue Estuary
L2297084,GB,GB-SCT,GB-SCT-AGB,55.769428,-6.3607407,Bruichladdich
L1209765,GB,GB-ENG,GB-ENG-NFK,52.5942892,1.4651299,Buckenham Marshes RSPB Reserve
L3402131,GB,GB-ENG,GB-ENG-SAW,52.4869878,-2.1422911,Buckpool and Foots Hole LNR
L2468143,GB,GB-ENG,GB-ENG-NTT,53.214765,-1.0793853,Budby Common
L2766987,GB,GB-ENG,GB-ENG-DBY,53.3287201,-1.6109991,Burbage Moor
L1795919,GB,GB-SCT,GB-SCT-MRY,57.7038495,-3.4977261,Burghead
L1122968,GB,GB-ENG,GB-ENG-BKM,51.5524,-0.6312,Burnham Beeches
L2545029,GB,GB-ENG,GB-ENG-NFK,52.96146,0.72956,Burnham Norton
L1761084,GB,GB-ENG,GB-ENG-NFK,52.9720489,0.7600307,Burnham Overy Dunes
L3156612,GB,GB-ENG,GB-ENG-NFK,52.9684663,0.7661676,Burnham Overy Marshes
L2719646,GB,GB-ENG,GB-ENG-WSX,50.874941,-0.5125465,Burpham area
L3267826,GB,GB-ENG,GB-ENG-SOM,51.3239334,-2.7435901,Burrington Ham
L1222882,GB,GB-WLS,GB-WLS-SWA,51.6260257,-4.1527576,"Burry Inlet, South Shore"
L1670162,GB,GB-ENG,GB-ENG-CHS,53.2543484,-3.0309086,Burton Mere Wetlands RSPB Reserve
L3501277,GB,GB-ENG,GB-ENG-CHS,53.259806,-3.0415392,Burton Mere Wetlands RSPB Reserve--Inner Marsh Farm
L2648667,GB,GB-ENG,GB-ENG-WSX,50.952209,-0.6077886,Burton Mill Pond
L1328158,GB,GB-ENG,GB-ENG-CAM,52.2962265,0.2783456,Burwell Fen
L2038511,GB,GB-ENG,GB-ENG-LND,51.4165522,-0.3343964,Bushy Park
L1815817,GB,GB-SCT,GB-SCT-ELS,58.5153646,-6.2606586,Butt of Lewis
L1068493,GB,GB-ENG,GB-ENG-CMA,54.5404057,-3.276329,Buttermere
L2999045,GB,GB-ENG,GB-ENG-NFK,52.7475935,1.2186241,Buxton Heath SSSI
L1210837,GB,GB-WLS,GB-WLS-CGN,52.4124721,-3.9061546,Bwlch Nant yr Arian
L1222553,GB,GB-WLS,GB-WLS-CWY,53.2212935,-3.8276221,Caerhun Churchyard
L964101,GB,GB-SCT,GB-SCT-DGY,54.9752492,-3.5237789,Caerlaverock Castle
L1105608,GB,GB-SCT,GB-SCT-DGY,54.9748551,-3.4747696,Caerlaverock Wetlands Centre WWT 
L1211629,GB,GB-SCT,GB-SCT-HLD,57.1169055,-3.6426973,Cairn Gorm Mountain
L1126524,GB,GB-SCT,GB-SCT-HLD,57.1402725,-3.6699715,Cairngorm ski area
L1211631,GB,GB-SCT,GB-SCT-HLD,57.2775581,-3.6371613,Cairngorms NP--Craigmore Wood
L2074186,GB,GB-ENG,GB-ENG-NBL,55.3055057,-2.005477,Caistron Nature Reserve
L2719654,GB,GB-ENG,GB-ENG-HAM,50.8129972,-1.3192863,Calshot Marshes
L928701,GB,GB-ENG,GB-ENG-CAM,52.3038603,0.2526855,Cam Washes (Upware)
L926314,GB,GB-ENG,GB-ENG-CAM,52.193591,0.127813,Cambridge Botanic Garden
L2804680,GB,GB-SCT,GB-SCT-CLK,56.1215867,-3.8505685,Cambus Pools--East
L1290845,GB,GB-ENG,GB-ENG-CON,50.5309615,-4.8868389,Camel Estuary
L1583454,GB,GB-SCT,GB-SCT-FIF,56.289925,-2.855563,Cameron Reservoir
L2731958,GB,GB-ENG,GB-ENG-WOR,52.2347911,-2.2466183,Camp Lane Pits
L1769259,GB,GB-SCT,GB-SCT-AGB,55.4241338,-5.5930799,Campbeltown Loch
L1236070,GB,GB-ENG,GB-ENG-CMA,54.9478509,-3.2413101,Campfield Marsh RSPB Reserve
L1895256,GB,GB-ENG,GB-ENG-BNS,53.5176915,-0.948976,Candy Corner
L1168357,GB,GB-ENG,GB-ENG-STS,52.7512562,-2.0084381,Cannock Chase
L1197106,GB,GB-ENG,GB-ENG-NFK,52.5763891,1.5135598,Cantley Marshes SSSI
L1479441,GB,GB-ENG,GB-ENG-NFK,52.5790737,1.5274477,Cantley Sugar Factory
L964965,GB,GB-ENG,GB-ENG-CON,50.1272916,-5.7065392,Cape Cornwall
L3202251,GB,GB-ENG,GB-ENG-KEN,51.3759425,0.9050417,Capel Fleet Raptor Viewpoint
L3031513,GB,GB-WLS,GB-WLS-CRF,51.4592773,-3.1700546,Cardiff Bay Wetlands Reserve
L919649,GB,GB-WLS,GB-WLS-CRF,51.4849641,-3.1851768,Cardiff--Bute Park
L1290298,GB,GB-WLS,GB-WLS-POW,52.2744425,-3.5610702,Carngafallt RSPB Reserve
L3057212,GB,GB-SCT,GB-SCT-SAY,55.4137844,-4.6923208,Carrick Hills
L3059346,GB,GB-NIR,GB-NIR-ANT,55.2406908,-6.3318372,Carrick-a-Rede (NT)
L3267897,GB,GB-ENG,GB-ENG-MAN,53.4198655,-2.3697853,Carrington Moss
L2236054,GB,GB-ENG,GB-ENG-DBY,53.0587551,-1.6294098,Carsington Water
L924200,GB,GB-ENG,GB-ENG-DBY,53.0641711,-1.6412759,Carsington Water Bird Blind
L1014892,GB,GB-ENG,GB-ENG-HRT,51.6608966,-0.4234886,"Cassiobury Park, Watford"
L2478415,GB,GB-ENG,GB-ENG-DUR,54.7528406,-1.317345,Castle Eden Dene NNR
L1471170,GB,GB-NIR,GB-NIR-DOW,54.5307873,-5.6952629,Castle Espie WWT Reserve
L2905199,GB,GB-ENG,GB-ENG-NYK,54.124379,-0.9060287,Castle Howard
L2424198,GB,GB-ENG,GB-ENG-DUR,54.6694385,-1.492424,Castle Lake Bird Reserve
L3012166,GB,GB-ENG,GB-ENG-ESX,50.9366611,0.7403541,Castle Water
L1289716,GB,GB-WLS,GB-WLS-PEM,51.6119763,-4.9213514,Castlemartin Peninsula
L962773,GB,GB-ENG,GB-ENG-SOM,51.1709485,-2.8583336,Catcott Lows Nature Reserve
